E:\simulator-windows-64\IMG\center_2025_05_21_22_15_06_094.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_06_094.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_06_094.jpg, 0, 0, 0, 0.4699116
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_06_209.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_06_209.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_06_209.jpg, 0, 0, 0, 0.4648909
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_06_323.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_06_323.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_06_323.jpg, 0, 0, 0, 0.4589367
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_06_439.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_06_439.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_06_439.jpg, 0, 0, 0, 0.4530584
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_06_578.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_06_578.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_06_578.jpg, 0, 0, 0, 0.4462955
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_06_674.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_06_674.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_06_674.jpg, 0, 0, 0, 0.4415266
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_06_791.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_06_791.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_06_791.jpg, 0, 0, 0, 0.4358712
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_06_900.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_06_900.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_06_900.jpg, 0, 0, 0, 0.4312134
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_07_012.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_07_012.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_07_012.jpg, 0, 0, 0, 0.4256897
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_07_116.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_07_116.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_07_116.jpg, 0, 0, 0, 0.4211404
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_07_221.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_07_221.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_07_221.jpg, 0, 0.2894268, 0, 0.1676695
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_07_329.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_07_329.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_07_329.jpg, -0.3014688, 0.6185073, 0, 0.5298754
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_07_431.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_07_431.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_07_431.jpg, -0.6237246, 0.9407631, 0, 1.65065
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_07_552.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_07_552.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_07_552.jpg, -0.9862244, 1, 0, 2.940228
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_07_661.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_07_661.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_07_661.jpg, -0.6538323, 1, 0, 4.109097
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_07_778.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_07_778.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_07_778.jpg, -0.3017778, 1, 0, 5.514985
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_07_894.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_07_894.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_07_894.jpg, 0, 1, 0, 6.872061
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_07_995.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_07_995.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_07_995.jpg, 0, 1, 0, 8.009803
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_08_104.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_08_104.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_08_104.jpg, 0, 1, 0, 9.136653
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_08_217.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_08_217.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_08_217.jpg, 0, 1, 0, 10.47433
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_08_329.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_08_329.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_08_329.jpg, -0.086778, 1, 0, 11.67384
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_08_442.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_08_442.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_08_442.jpg, -0.4268532, 1, 0, 12.94232
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_08_544.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_08_544.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_08_544.jpg, -0.7050255, 1, 0, 13.68353
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_08_661.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_08_661.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_08_661.jpg, -0.7723507, 1, 0, 14.7807
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_08_763.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_08_763.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_08_763.jpg, -0.4928289, 1, 0, 15.81687
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_08_874.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_08_874.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_08_874.jpg, -0.133725, 0.6408961, 0, 16.73988
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_08_981.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_08_981.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_08_981.jpg, 0, 0.347362, 0, 17.24519
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_09_091.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_09_091.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_09_091.jpg, 0, 0.6453392, 0, 17.8329
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_09_197.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_09_197.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_09_197.jpg, 0, 0.963608, 0, 18.46436
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_09_316.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_09_316.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_09_316.jpg, 0, 1, 0, 19.72961
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_09_422.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_09_422.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_09_422.jpg, 0, 1, 0, 20.84528
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_09_534.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_09_534.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_09_534.jpg, -0.3341919, 1, 0, 21.94897
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_09_645.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_09_645.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_09_645.jpg, -0.0454587, 1, 0, 22.90501
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_09_746.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_09_746.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_09_746.jpg, 0, 1, 0, 23.89016
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_09_857.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_09_857.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_09_857.jpg, 0, 1, 0, 25.04686
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_09_973.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_09_973.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_09_973.jpg, 0, 1, 0, 26.1928
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_10_072.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_10_072.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_10_072.jpg, 0, 1, 0, 27.13762
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_10_186.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_10_186.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_10_186.jpg, -0.1139085, 1, 0, 28.0686
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_10_301.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_10_301.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_10_301.jpg, -0.2010222, 1, 0, 29.0514
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_10_401.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_10_401.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_10_401.jpg, 0, 1, 0, 29.95935
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_10_506.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_10_506.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_10_506.jpg, 0, 1, 0, 30.19011
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_10_625.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_10_625.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_10_625.jpg, -0.0577788, 1, 0, 30.18973
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_10_741.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_10_741.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_10_741.jpg, -0.4075716, 1, 0, 30.15798
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_10_855.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_10_855.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_10_855.jpg, -0.06626072, 1, 0, 30.19094
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_10_963.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_10_963.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_10_963.jpg, 0, 1, 0, 30.18973
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_11_077.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_11_077.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_11_077.jpg, 0, 1, 0, 30.19021
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_11_184.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_11_184.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_11_184.jpg, -0.1483077, 1, 0, 30.18732
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_11_292.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_11_292.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_11_292.jpg, 0, 1, 0, 30.19013
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_11_407.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_11_407.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_11_407.jpg, 0, 1, 0, 30.19026
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_11_510.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_11_510.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_11_510.jpg, 0, 1, 0, 30.1903
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_11_626.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_11_626.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_11_626.jpg, -0.0675066, 1, 0, 30.1893
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_11_729.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_11_729.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_11_729.jpg, -0.3751017, 1, 0, 30.16527
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_11_843.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_11_843.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_11_843.jpg, -0.03130349, 1, 0, 30.1902
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_11_944.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_11_944.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_11_944.jpg, 0, 1, 0, 30.18973
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_12_063.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_12_063.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_12_063.jpg, 0, 1, 0, 30.19025
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_12_173.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_12_173.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_12_173.jpg, 0, 0.9580912, 0, 30.1903
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_12_284.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_12_284.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_12_284.jpg, -0.3364323, 0.6216589, 0, 30.08875
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_12_390.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_12_390.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_12_390.jpg, -0.6528315, 0.3052597, 0, 29.81987
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_12_492.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_12_492.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_12_492.jpg, -0.3492501, 0.6088411, 0, 30.06968
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_12_606.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_12_606.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_12_606.jpg, -0.006993562, 0.9510976, 0, 30.15002
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_12_708.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_12_708.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_12_708.jpg, 0, 1, 0, 30.18952
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_12_831.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_12_831.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_12_831.jpg, 0, 1, 0, 30.19023
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_12_946.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_12_946.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_12_946.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_13_055.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_13_055.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_13_055.jpg, 0, 0.6745447, 0, 30.12643
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_13_166.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_13_166.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_13_166.jpg, 0.3324795, 0.3420652, 0, 30.00974
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_13_272.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_13_272.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_13_272.jpg, 0.5203854, 0.02209691, 0, 29.56361
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_13_383.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_13_383.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_13_383.jpg, 0.1902321, 0, 0, 29.27101
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_13_485.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_13_485.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_13_485.jpg, -0.0675615, 0.3092073, 0, 29.15498
E:\simulator-windows-64\IMG\center_2025_05_21_22_15_13_593.jpg, E:\simulator-windows-64\IMG\left_2025_05_21_22_15_13_593.jpg, E:\simulator-windows-64\IMG\right_2025_05_21_22_15_13_593.jpg, -0.3904197, 0.6320655, 0, 29.3542
