E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_04_630.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_04_630.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_04_630.jpg, 0, 0, 0, 7.892509E-05
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_04_731.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_04_731.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_04_731.jpg, 0, 0, 0, 8.075329E-05
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_04_843.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_04_843.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_04_843.jpg, 0, 0, 0, 7.907847E-05
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_04_949.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_04_949.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_04_949.jpg, 0, 0, 0, 7.866797E-05
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_05_053.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_05_053.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_05_053.jpg, 0, 0, 0, 7.901658E-05
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_05_156.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_05_156.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_05_156.jpg, 0, 0, 0, 7.956999E-05
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_05_264.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_05_264.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_05_264.jpg, -0.3243414, 0, 0, 9.284036E-05
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_05_370.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_05_370.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_05_370.jpg, -0.03322528, 0.2911161, 0, 0.2974322
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_05_487.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_05_487.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_05_487.jpg, 0, 0.6606588, 0, 1.046679
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_05_593.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_05_593.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_05_593.jpg, 0, 0.9353487, 0, 2.09757
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_05_694.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_05_694.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_05_694.jpg, -0.059037, 1, 0, 3.270974
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_05_803.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_05_803.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_05_803.jpg, -0.2776695, 1, 0, 4.663003
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_05_910.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_05_910.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_05_910.jpg, 0, 1, 0, 5.820395
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_06_020.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_06_020.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_06_020.jpg, 0, 1, 0, 7.196001
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_06_132.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_06_132.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_06_132.jpg, -0.0508386, 1, 0, 8.33028
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_06_233.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_06_233.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_06_233.jpg, -0.2365134, 1, 0, 9.424855
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_06_332.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_06_332.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_06_332.jpg, 0, 1, 0, 10.53592
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_06_443.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_06_443.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_06_443.jpg, 0, 1, 0, 11.9837
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_06_558.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_06_558.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_06_558.jpg, -0.0939171, 1, 0, 13.04299
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_06_672.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_06_672.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_06_672.jpg, -0.4275414, 1, 0, 14.04946
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_06_772.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_06_772.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_06_772.jpg, -0.1670946, 1, 0, 15.35336
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_06_875.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_06_875.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_06_875.jpg, 0, 1, 0, 16.59227
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_06_985.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_06_985.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_06_985.jpg, 0, 1, 0, 17.41498
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_07_088.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_07_088.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_07_088.jpg, -0.04944, 1, 0, 18.6394
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_07_195.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_07_195.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_07_195.jpg, -0.3686826, 1, 0, 19.76919
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_07_311.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_07_311.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_07_311.jpg, -0.7140366, 1, 0, 20.45151
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_07_426.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_07_426.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_07_426.jpg, -0.3640959, 1, 0, 21.64943
E:\Autonomous-Vehicles\IMG\center_2025_12_04_22_42_07_529.jpg, E:\Autonomous-Vehicles\IMG\left_2025_12_04_22_42_07_529.jpg, E:\Autonomous-Vehicles\IMG\right_2025_12_04_22_42_07_529.jpg, -0.05574663, 0.6916507, 0, 22.52059
